,index,file_extension,title,author
1917,460,../data/gutenberg/Nathaniel Hawthorne___Other Tales and Sketches.txt,Other Tales and Sketches,Nathaniel Hawthorne
1918,1046,../data/gutenberg/Henry Rider Haggard___Jess.txt,Jess,Henry Rider Haggard
1919,1398,../data/gutenberg/Wilkie Collins___Poor Miss Finch.txt,Poor Miss Finch,Wilkie Collins
1920,1562,../data/gutenberg/Ambrose Bierce___The Fiend's Delight.txt,The Fiend's Delight,Ambrose Bierce
1921,1975,../data/gutenberg/James Fenimore Cooper___Jack Tier or The Florida Reef.txt,Jack Tier or The Florida Reef,James Fenimore Cooper
1922,419,../data/gutenberg/Oscar Wilde___The Importance of Being Earnest.txt,The Importance of Being Earnest,Oscar Wilde
1923,738,../data/gutenberg/Anthony Trollope___A Ride Across Palestine.txt,A Ride Across Palestine,Anthony Trollope
1924,1879,../data/gutenberg/Charles Darwin___A Monograph on the Sub-class Cirripedia (Volume 1 of 2).txt,A Monograph on the Sub-class Cirripedia (Volume 1 of 2),Charles Darwin
1925,1389,../data/gutenberg/Edward Phillips Oppenheim___The Profiteers.txt,The Profiteers,Edward Phillips Oppenheim
1926,1438,../data/gutenberg/John Ruskin___The Two Paths.txt,The Two Paths,John Ruskin
1927,497,../data/gutenberg/John Galsworthy___The Little Dream.txt,The Little Dream,John Galsworthy
1928,375,../data/gutenberg/William Wymark Jacobs___A Master of Craft.txt,A Master of Craft,William Wymark Jacobs
1929,975,../data/gutenberg/James Fenimore Cooper___The Deerslayer.txt,The Deerslayer,James Fenimore Cooper
1930,1209,../data/gutenberg/Richard Brinsley Sheridan___The School For Scandal.txt,The School For Scandal,Richard Brinsley Sheridan
1931,2669,../data/gutenberg/Henry David Thoreau___Canoeing in the wilderness.txt,Canoeing in the wilderness,Henry David Thoreau
1932,404,../data/gutenberg/John Ruskin___Stones of Venice [introductions].txt,Stones of Venice [introductions],John Ruskin
1933,2467,../data/gutenberg/Frank Richard Stockton___A Chosen Few.txt,A Chosen Few,Frank Richard Stockton
1934,1425,../data/gutenberg/John Ruskin___Sesame and Lilies.txt,Sesame and Lilies,John Ruskin
1935,93,../data/gutenberg/Charles Dickens___The Uncommercial Traveller.txt,The Uncommercial Traveller,Charles Dickens
1936,1769,../data/gutenberg/Nathaniel Hawthorne___The Miraculous Pitcher.txt,The Miraculous Pitcher,Nathaniel Hawthorne
1937,2221,../data/gutenberg/Herbert George Wells___The Salvaging Of Civilisation.txt,The Salvaging Of Civilisation,Herbert George Wells
1938,1849,../data/gutenberg/Louisa May Alcott___On Picket Duty and Other Tales.txt,On Picket Duty and Other Tales,Louisa May Alcott
1939,827,../data/gutenberg/William Dean Howells___Annie Kilburn.txt,Annie Kilburn,William Dean Howells
1940,428,../data/gutenberg/Edgar Rice Burroughs___The People that Time Forgot.txt,The People that Time Forgot,Edgar Rice Burroughs
1941,1889,"../data/gutenberg/Nathaniel Hawthorne___The Marble Faun, Volume 2.txt","The Marble Faun, Volume 2",Nathaniel Hawthorne
1942,2608,../data/gutenberg/Oscar Wilde___De Profundis.txt,De Profundis,Oscar Wilde
1943,2813,../data/gutenberg/William Dean Howells___American Literary Centers.txt,American Literary Centers,William Dean Howells
1944,282,../data/gutenberg/William Dean Howells___April Hopes.txt,April Hopes,William Dean Howells
1945,343,../data/gutenberg/William Makepeace Thackeray___The Fatal Boots.txt,The Fatal Boots,William Makepeace Thackeray
1946,2547,../data/gutenberg/Sir Arthur Conan Doyle___The Exploits Of Brigadier Gerard.txt,The Exploits Of Brigadier Gerard,Sir Arthur Conan Doyle
1947,1113,../data/gutenberg/Lyman Frank Baum___Aunt Jane's Nieces on Vacation.txt,Aunt Jane's Nieces on Vacation,Lyman Frank Baum
1948,1574,../data/gutenberg/R M Ballantyne___Charlie to the Rescue.txt,Charlie to the Rescue,R M Ballantyne
1949,691,../data/gutenberg/Thomas Carlyle___Life of Robert Burns.txt,Life of Robert Burns,Thomas Carlyle
1950,0,../data/gutenberg/John Stuart Mill___Principles Of Political Economy.txt,Principles Of Political Economy,John Stuart Mill
1951,1582,"../data/gutenberg/William Wymark Jacobs___Establishing Relations, Odd Craft, Part 7.txt","Establishing Relations, Odd Craft, Part 7",William Wymark Jacobs
1952,1707,../data/gutenberg/Charles Dickens___The Wreck of the Golden Mary.txt,The Wreck of the Golden Mary,Charles Dickens
1953,1416,../data/gutenberg/G K Chesterton___The New Jerusalem.txt,The New Jerusalem,G K Chesterton
1954,2021,"../data/gutenberg/William Wymark Jacobs___A Spirit of Avarice, Odd Craft, Part 11.txt","A Spirit of Avarice, Odd Craft, Part 11",William Wymark Jacobs
1955,2003,../data/gutenberg/Jack London___Lost Face.txt,Lost Face,Jack London
1956,1993,../data/gutenberg/R M Ballantyne___Over the Rocky Mountains.txt,Over the Rocky Mountains,R M Ballantyne
1957,1131,../data/gutenberg/Grant Allen___What's Bred In the Bone.txt,What's Bred In the Bone,Grant Allen
1958,2304,../data/gutenberg/T S Eliot___Prufrock and Other Observations.txt,Prufrock and Other Observations,T S Eliot
1959,1247,../data/gutenberg/William Dean Howells___Questionable Shapes.txt,Questionable Shapes,William Dean Howells
1960,2691,../data/gutenberg/John Ruskin___The Elements of Drawing.txt,The Elements of Drawing,John Ruskin
1961,2375,../data/gutenberg/Edgar Rice Burroughs___The Efficiency Expert.txt,The Efficiency Expert,Edgar Rice Burroughs
1962,2150,../data/gutenberg/Thomas Hardy___Desperate Remedies.txt,Desperate Remedies,Thomas Hardy
1963,2261,../data/gutenberg/George Alfred Henty___Both Sides the Border.txt,Both Sides the Border,George Alfred Henty
1964,3029,../data/gutenberg/James Russell Lowell___The Biglow Papers.txt,The Biglow Papers,James Russell Lowell
1965,1159,../data/gutenberg/Herman Melville___Israel Potter.txt,Israel Potter,Herman Melville
1966,246,../data/gutenberg/Nathaniel Hawthorne___The Wives of The Dead.txt,The Wives of The Dead,Nathaniel Hawthorne
1967,3013,../data/gutenberg/Anthony Trollope___Dr. Wortle's School.txt,Dr. Wortle's School,Anthony Trollope
1968,2717,../data/gutenberg/Daniel Defoe___Augusta Triumphans.txt,Augusta Triumphans,Daniel Defoe
1969,1671,../data/gutenberg/Baronness Orczy___Castles in the Air.txt,Castles in the Air,Baronness Orczy
1970,929,../data/gutenberg/George Alfred Henty___With Wolfe in Canada.txt,With Wolfe in Canada,George Alfred Henty
1971,2773,../data/gutenberg/Herbert George Wells___Kipps.txt,Kipps,Herbert George Wells
1972,1461,../data/gutenberg/Hamlin Garland___Wayside Courtships.txt,Wayside Courtships,Hamlin Garland
1973,1971,../data/gutenberg/Edgar Rice Burroughs___A Princess of Mars.txt,A Princess of Mars,Edgar Rice Burroughs
1974,365,../data/gutenberg/Rudyard Kipling___Departmental Ditties and Barrack Room Ballads.txt,Departmental Ditties and Barrack Room Ballads,Rudyard Kipling
1975,2296,../data/gutenberg/Joseph Conrad___Amy Foster.txt,Amy Foster,Joseph Conrad
1976,736,../data/gutenberg/Charles Kingsley___Phaethon.txt,Phaethon,Charles Kingsley
1977,26,../data/gutenberg/Jerome Klapka Jerome___The Observations of Henry.txt,The Observations of Henry,Jerome Klapka Jerome
1978,1441,../data/gutenberg/Mary Shelley___The Last Man.txt,The Last Man,Mary Shelley
1979,2884,../data/gutenberg/Charlotte Bronte___Shirley.txt,Shirley,Charlotte Bronte
1980,680,../data/gutenberg/Lyman Frank Baum___Mother Goose in Prose.txt,Mother Goose in Prose,Lyman Frank Baum
1981,1250,../data/gutenberg/Anthony Trollope___Ralph the Heir.txt,Ralph the Heir,Anthony Trollope
1982,3,../data/gutenberg/Bret Harte___Her Letter His Answer & Her Last Letter.txt,Her Letter His Answer & Her Last Letter,Bret Harte
1983,2182,../data/gutenberg/Andrew Lang___The Library.txt,The Library,Andrew Lang
1984,837,../data/gutenberg/George Bernard Shaw___Mrs. Warren's Profession.txt,Mrs. Warren's Profession,George Bernard Shaw
1985,2403,"../data/gutenberg/Winston Churchill___The Inside of the Cup, Complete.txt","The Inside of the Cup, Complete",Winston Churchill
1986,292,../data/gutenberg/Lyman Frank Baum___Policeman Bluejay.txt,Policeman Bluejay,Lyman Frank Baum
1987,698,../data/gutenberg/Rafael Sabatini___Captain Blood.txt,Captain Blood,Rafael Sabatini
1988,1048,../data/gutenberg/William Dean Howells___The Story of a Play.txt,The Story of a Play,William Dean Howells
1989,2796,../data/gutenberg/Mark Twain___Christian Science.txt,Christian Science,Mark Twain
1990,2417,../data/gutenberg/Walt Whitman___Complete Prose Works.txt,Complete Prose Works,Walt Whitman
1991,1667,../data/gutenberg/John Galsworthy___Five Tales.txt,Five Tales,John Galsworthy
1992,1963,../data/gutenberg/Charles Dickens___Great Expectations.txt,Great Expectations,Charles Dickens
1993,1249,../data/gutenberg/Bram Stoker___Dracula.txt,Dracula,Bram Stoker
1994,2274,../data/gutenberg/Thomas Hardy___Late Lyrics and Earlier.txt,Late Lyrics and Earlier,Thomas Hardy
1995,1298,../data/gutenberg/R M Ballantyne___The Coxswain's Bride.txt,The Coxswain's Bride,R M Ballantyne
1996,1868,../data/gutenberg/Ralph Waldo Emerson___Nature.txt,Nature,Ralph Waldo Emerson
1997,2387,"../data/gutenberg/Walter de la Mare___Peacock Pie, A Book of Rhymes.txt","Peacock Pie, A Book of Rhymes",Walter de la Mare
1998,1443,"../data/gutenberg/Lucy Maud Montgomery___Lucy Maud Montgomery Short Stories, 1907 to 1908.txt","Lucy Maud Montgomery Short Stories, 1907 to 1908",Lucy Maud Montgomery
1999,603,../data/gutenberg/George Eliot___How Lisa Loved the King.txt,How Lisa Loved the King,George Eliot
2000,1289,../data/gutenberg/George Alfred Henty___For Name and Fame.txt,For Name and Fame,George Alfred Henty
2001,2502,../data/gutenberg/Edward Phillips Oppenheim___The Double Traitor.txt,The Double Traitor,Edward Phillips Oppenheim
2002,63,../data/gutenberg/Jerome Klapka Jerome___Idle Thoughts of an Idle Fellow.txt,Idle Thoughts of an Idle Fellow,Jerome Klapka Jerome
2003,1579,../data/gutenberg/Charles Kingsley___Yeast: A Problem.txt,Yeast: A Problem,Charles Kingsley
2004,1883,../data/gutenberg/Sir Arthur Conan Doyle___The Adventure of the Cardboard Box.txt,The Adventure of the Cardboard Box,Sir Arthur Conan Doyle
2005,990,../data/gutenberg/Henry Rider Haggard___The Mahatma and the Hare.txt,The Mahatma and the Hare,Henry Rider Haggard
2006,1384,../data/gutenberg/Henry James___Four Meetings.txt,Four Meetings,Henry James
2007,237,../data/gutenberg/Sir Arthur Conan Doyle___The Guards Came Through and Other Poems.txt,The Guards Came Through and Other Poems,Sir Arthur Conan Doyle
2008,650,../data/gutenberg/Percival Lowell___The Soul of the Far East.txt,The Soul of the Far East,Percival Lowell
2009,1967,../data/gutenberg/Henry Rider Haggard___Regeneration.txt,Regeneration,Henry Rider Haggard
2010,112,../data/gutenberg/Henry Rider Haggard___The Ivory Child.txt,The Ivory Child,Henry Rider Haggard
2011,1348,../data/gutenberg/Anthony Trollope___Lady Anna.txt,Lady Anna,Anthony Trollope
2012,804,../data/gutenberg/R M Ballantyne___Personal Reminiscences in Book Making.txt,Personal Reminiscences in Book Making,R M Ballantyne
2013,1556,../data/gutenberg/William Dean Howells___A Foregone Conclusion.txt,A Foregone Conclusion,William Dean Howells
2014,577,../data/gutenberg/Harold Bindloss___The Dust of Conflict.txt,The Dust of Conflict,Harold Bindloss
2015,1834,../data/gutenberg/Arnold Joseph Toynbee___Turkey: A Past and a Future.txt,Turkey: A Past and a Future,Arnold Joseph Toynbee
2016,126,../data/gutenberg/Nathaniel Hawthorne___Biographical Stories.txt,Biographical Stories,Nathaniel Hawthorne
2017,2698,../data/gutenberg/P G Wodehouse___The Swoop!.txt,The Swoop!,P G Wodehouse
2018,2762,../data/gutenberg/Charles Dickens___Hard Times.txt,Hard Times,Charles Dickens
2019,851,../data/gutenberg/George Alfred Henty___Colonel Thorndyke's Secret.txt,Colonel Thorndyke's Secret,George Alfred Henty
2020,2185,../data/gutenberg/Howard Pyle___The Story of the Champions of the Round Table.txt,The Story of the Champions of the Round Table,Howard Pyle
2021,7,../data/gutenberg/Henry James___Sir Dominick Ferrand.txt,Sir Dominick Ferrand,Henry James
2022,2550,../data/gutenberg/Harold Bindloss___Carmen's Messenger.txt,Carmen's Messenger,Harold Bindloss
2023,854,../data/gutenberg/Joseph Conrad___An Outcast of the Islands.txt,An Outcast of the Islands,Joseph Conrad
2024,2886,../data/gutenberg/Mark Twain___Goldsmith's Friend Abroad Again.txt,Goldsmith's Friend Abroad Again,Mark Twain
2025,2754,../data/gutenberg/Robert Louis Stevenson___The Waif Woman.txt,The Waif Woman,Robert Louis Stevenson
2026,407,../data/gutenberg/Anthony Trollope___The Fixed Period.txt,The Fixed Period,Anthony Trollope
2027,2405,../data/gutenberg/Andrew Lang___Letters on Literature.txt,Letters on Literature,Andrew Lang
2028,153,"../data/gutenberg/Thomas Carlyle___History of Friedrich II of Prussia, Volume 11.txt","History of Friedrich II of Prussia, Volume 11",Thomas Carlyle
2029,1566,../data/gutenberg/William Butler Yeats___The Secret Rose.txt,The Secret Rose,William Butler Yeats
2030,2391,../data/gutenberg/Jane Austen___Persuasion.txt,Persuasion,Jane Austen
2031,2353,"../data/gutenberg/John Ruskin___Modern Painters, Volume 1 (of 5).txt","Modern Painters, Volume 1 (of 5)",John Ruskin
2032,1004,"../data/gutenberg/R M Ballantyne___Gascoyne, the Sandal-Wood Trader.txt","Gascoyne, the Sandal-Wood Trader",R M Ballantyne
2033,2684,../data/gutenberg/Thomas Hardy___A Changed Man and Other Tales.txt,A Changed Man and Other Tales,Thomas Hardy
2034,280,../data/gutenberg/Jack London___The Road.txt,The Road,Jack London
2035,400,../data/gutenberg/Charles Dickens___The Mystery of Edwin Drood.txt,The Mystery of Edwin Drood,Charles Dickens
2036,1596,../data/gutenberg/Henry James___The American.txt,The American,Henry James
2037,1497,../data/gutenberg/Charles Dickens___Barnaby Rudge.txt,Barnaby Rudge,Charles Dickens
2038,2516,../data/gutenberg/Louisa May Alcott___Work: A Story of Experience.txt,Work: A Story of Experience,Louisa May Alcott
2039,1479,../data/gutenberg/Charles Kingsley___Historical Lectures and Essays.txt,Historical Lectures and Essays,Charles Kingsley
2040,1800,../data/gutenberg/George Alfred Henty___In Times of Peril.txt,In Times of Peril,George Alfred Henty
2041,2009,../data/gutenberg/Nathaniel Hawthorne___Our Old Home.txt,Our Old Home,Nathaniel Hawthorne
2042,504,../data/gutenberg/Sinclair Lewis___The Innocents.txt,The Innocents,Sinclair Lewis
2043,2582,../data/gutenberg/Charles Kingsley___Health and Education.txt,Health and Education,Charles Kingsley
2044,1744,../data/gutenberg/James Fenimore Cooper___The Chainbearer.txt,The Chainbearer,James Fenimore Cooper
2045,903,"../data/gutenberg/William Wymark Jacobs___Lawyer Quince, Odd Craft, Part 5.txt","Lawyer Quince, Odd Craft, Part 5",William Wymark Jacobs
2046,2040,../data/gutenberg/John Milton___Paradise Regained.txt,Paradise Regained,John Milton
2047,1672,../data/gutenberg/Baronness Orczy___El Dorado.txt,El Dorado,Baronness Orczy
2048,550,../data/gutenberg/George Alfred Henty___For the Temple.txt,For the Temple,George Alfred Henty
2049,1862,../data/gutenberg/Harriet Elizabeth Beecher Stowe___Pink and White Tyranny.txt,Pink and White Tyranny,Harriet Elizabeth Beecher Stowe
2050,1805,../data/gutenberg/George Alfred Henty___With Moore At Corunna.txt,With Moore At Corunna,George Alfred Henty
2051,2728,"../data/gutenberg/John Ruskin___The Stones of Venice, Volume II (of 3).txt","The Stones of Venice, Volume II (of 3)",John Ruskin
2052,1130,../data/gutenberg/Charlotte Mary Yonge___The Chaplet of Pearls.txt,The Chaplet of Pearls,Charlotte Mary Yonge
2053,945,../data/gutenberg/John Morley___Burke.txt,Burke,John Morley
2054,163,../data/gutenberg/Jack London___The Red One.txt,The Red One,Jack London
2055,1660,"../data/gutenberg/William Makepeace Thackeray___The History of Henry Esmond, Esq.txt","The History of Henry Esmond, Esq",William Makepeace Thackeray
2056,1690,../data/gutenberg/William Henry Hudson___The Naturalist in La Plata.txt,The Naturalist in La Plata,William Henry Hudson
2057,2384,../data/gutenberg/Thomas Henry Huxley___On the Advisableness of Improving Natural Knowledge.txt,On the Advisableness of Improving Natural Knowledge,Thomas Henry Huxley
2058,2107,../data/gutenberg/Henry Rider Haggard___Doctor Therne.txt,Doctor Therne,Henry Rider Haggard
2059,2987,../data/gutenberg/Sir Arthur Conan Doyle___The New Revelation.txt,The New Revelation,Sir Arthur Conan Doyle
2060,1514,../data/gutenberg/Andrew Lang___The Red Fairy Book.txt,The Red Fairy Book,Andrew Lang
2061,449,../data/gutenberg/Howard Pyle___The Rose of Paradise.txt,The Rose of Paradise,Howard Pyle
2062,941,../data/gutenberg/Herbert George Wells___The Food of the Gods and How It Came to Earth.txt,The Food of the Gods and How It Came to Earth,Herbert George Wells
2063,2865,../data/gutenberg/Charlotte Mary Yonge___More Bywords.txt,More Bywords,Charlotte Mary Yonge
2064,1532,../data/gutenberg/Charles Dickens___Mudfog and Other Sketches.txt,Mudfog and Other Sketches,Charles Dickens
2065,1847,../data/gutenberg/Thomas Carlyle___The Life of John Sterling.txt,The Life of John Sterling,Thomas Carlyle
2066,437,"../data/gutenberg/Robert Louis Stevenson___The Works of Robert Louis Stevenson - Swanston Edition, Volume 2.txt","The Works of Robert Louis Stevenson - Swanston Edition, Volume 2",Robert Louis Stevenson
2067,1314,../data/gutenberg/G K Chesterton___Orthodoxy.txt,Orthodoxy,G K Chesterton
2068,786,../data/gutenberg/Lord Tennyson___The Suppressed Poems of Alfred Lord Tennyson.txt,The Suppressed Poems of Alfred Lord Tennyson,Lord Tennyson
2069,873,../data/gutenberg/Thomas Henry Huxley___The Conditions Of Existence.txt,The Conditions Of Existence,Thomas Henry Huxley
2070,739,../data/gutenberg/Rafael Sabatini___The Tavern Knight.txt,The Tavern Knight,Rafael Sabatini
2071,1006,../data/gutenberg/Thornton Waldo Burgess___The Adventures of Lightfoot the Deer.txt,The Adventures of Lightfoot the Deer,Thornton Waldo Burgess
2072,1844,../data/gutenberg/G K Chesterton___The Ballad of the White Horse.txt,The Ballad of the White Horse,G K Chesterton
2073,586,"../data/gutenberg/William Wymark Jacobs___Homeward Bound, Sailor's Knots, Part 2.txt","Homeward Bound, Sailor's Knots, Part 2",William Wymark Jacobs
2074,1306,../data/gutenberg/John Stuart Mill___The Subjection of Women.txt,The Subjection of Women,John Stuart Mill
2075,348,../data/gutenberg/Jack London___Dutch Courage and Other Stories.txt,Dutch Courage and Other Stories,Jack London
2076,2471,../data/gutenberg/Herman Melville___John Marr and Other Poems.txt,John Marr and Other Poems,Herman Melville
2077,1028,"../data/gutenberg/William Wymark Jacobs___The Toll-House, Sailor's Knots, Part 7.txt","The Toll-House, Sailor's Knots, Part 7",William Wymark Jacobs
2078,1163,../data/gutenberg/Lyman Frank Baum___The Wonderful Wizard of Oz.txt,The Wonderful Wizard of Oz,Lyman Frank Baum
2079,2511,../data/gutenberg/Howard Pyle___Otto of the Silver Hand.txt,Otto of the Silver Hand,Howard Pyle
2080,2934,../data/gutenberg/Henry David Thoreau___Excursions.txt,Excursions,Henry David Thoreau
2081,1541,../data/gutenberg/Henry James___A London Life and Other Tales.txt,A London Life and Other Tales,Henry James
2082,573,../data/gutenberg/John Dryden___Dryden's Works Vol. 2 (of 18).txt,Dryden's Works Vol. 2 (of 18),John Dryden
2083,647,../data/gutenberg/Beatrix Potter___The Tale of Jemima Puddle-Duck.txt,The Tale of Jemima Puddle-Duck,Beatrix Potter
2084,595,../data/gutenberg/Anthony Trollope___The Warden.txt,The Warden,Anthony Trollope
2085,1251,"../data/gutenberg/William Wymark Jacobs___The Understudy, Night Watches, Part 3.txt","The Understudy, Night Watches, Part 3",William Wymark Jacobs
2086,1558,"../data/gutenberg/Charles Kingsley___Hereward, The Last of the English.txt","Hereward, The Last of the English",Charles Kingsley
2087,1308,../data/gutenberg/James Otis___The Princess and Joe Potter.txt,The Princess and Joe Potter,James Otis
2088,470,../data/gutenberg/Jacob Abbott___Cleopatra.txt,Cleopatra,Jacob Abbott
2089,800,../data/gutenberg/Sir Walter Scott___The Monastery.txt,The Monastery,Sir Walter Scott
2090,281,../data/gutenberg/Charles Dickens___Sketches by Boz.txt,Sketches by Boz,Charles Dickens
2091,932,../data/gutenberg/Harold Bindloss___Kit Musgrave's Luck.txt,Kit Musgrave's Luck,Harold Bindloss
2092,732,../data/gutenberg/Lyman Frank Baum___The Emerald City of Oz.txt,The Emerald City of Oz,Lyman Frank Baum
2093,2760,../data/gutenberg/Bret Harte___Two Men of Sandy Bar.txt,Two Men of Sandy Bar,Bret Harte
2094,1144,../data/gutenberg/Edgar Rice Burroughs___Out of Time's Abyss.txt,Out of Time's Abyss,Edgar Rice Burroughs
2095,1617,"../data/gutenberg/Joseph Conrad___Heart of Darkness, Version 1.txt","Heart of Darkness, Version 1",Joseph Conrad
2096,2708,../data/gutenberg/Sir Arthur Conan Doyle___Tales of Terror and Mystery.txt,Tales of Terror and Mystery,Sir Arthur Conan Doyle
2097,2503,../data/gutenberg/John Morley___The Life of William Ewart Gladstone (Vol 3 of 3).txt,The Life of William Ewart Gladstone (Vol 3 of 3),John Morley
2098,584,../data/gutenberg/Herbert George Wells___Mr. Britling Sees It Through.txt,Mr. Britling Sees It Through,Herbert George Wells
2099,2195,"../data/gutenberg/Lucy Maud Montgomery___Lucy Maud Montgomery Short Stories, 1904.txt","Lucy Maud Montgomery Short Stories, 1904",Lucy Maud Montgomery
2100,160,../data/gutenberg/William Butler Yeats___Seven Poems and a Fragment.txt,Seven Poems and a Fragment,William Butler Yeats
2101,1111,../data/gutenberg/James Otis___Commodore Barney's Young Spies.txt,Commodore Barney's Young Spies,James Otis
2102,1915,"../data/gutenberg/William Wordsworth___The Poetical Works of William Wordsworth, Volume 2.txt","The Poetical Works of William Wordsworth, Volume 2",William Wordsworth
2103,859,../data/gutenberg/George Bernard Shaw___Bernard Shaw's Preface to Major Barbara.txt,Bernard Shaw's Preface to Major Barbara,George Bernard Shaw
2104,952,../data/gutenberg/Edward Stratemeyer___Dave Porter and the Runaways.txt,Dave Porter and the Runaways,Edward Stratemeyer
2105,2768,../data/gutenberg/Thornton Waldo Burgess___Whitefoot the Wood Mouse.txt,Whitefoot the Wood Mouse,Thornton Waldo Burgess
2106,1331,../data/gutenberg/D H Lawrence___The Rainbow.txt,The Rainbow,D H Lawrence
2107,1219,../data/gutenberg/Edward Stratemeyer___Boys of The Fort.txt,Boys of The Fort,Edward Stratemeyer
2108,1215,../data/gutenberg/George Bernard Shaw___Press Cuttings.txt,Press Cuttings,George Bernard Shaw
2109,2676,../data/gutenberg/Robert Louis Stevenson___A Lowden Sabbath Morn.txt,A Lowden Sabbath Morn,Robert Louis Stevenson
2110,606,../data/gutenberg/Emily Bronte___Wuthering Heights.txt,Wuthering Heights,Emily Bronte
2111,164,../data/gutenberg/R M Ballantyne___The Gorilla Hunters.txt,The Gorilla Hunters,R M Ballantyne
2112,2154,../data/gutenberg/William Henry Hudson___A Little Boy Lost.txt,A Little Boy Lost,William Henry Hudson
2113,1040,../data/gutenberg/Lord Byron___The Works of Lord Byron. Vol. 5.txt,The Works of Lord Byron. Vol. 5,Lord Byron
2114,1978,../data/gutenberg/G K Chesterton___The Man Who Was Thursday.txt,The Man Who Was Thursday,G K Chesterton
2115,2665,../data/gutenberg/Louisa May Alcott___Pauline's Passion and Punishment.txt,Pauline's Passion and Punishment,Louisa May Alcott
2116,2905,../data/gutenberg/Sir Arthur Conan Doyle___Sir Nigel.txt,Sir Nigel,Sir Arthur Conan Doyle
2117,329,../data/gutenberg/Sir Walter Scott___The Black Dwarf.txt,The Black Dwarf,Sir Walter Scott
2118,2011,../data/gutenberg/Bertrand Russell___Our Knowledge of the External World as a Field for Scientific Method in Philosophy.txt,Our Knowledge of the External World as a Field for Scientific Method in Philosophy,Bertrand Russell
2119,2528,"../data/gutenberg/Winston Churchill___A Far Country, Complete.txt","A Far Country, Complete",Winston Churchill
2120,2546,../data/gutenberg/Louisa May Alcott___A Modern Cinderella.txt,A Modern Cinderella,Louisa May Alcott
2121,2924,../data/gutenberg/Bret Harte___Thankful Blossom.txt,Thankful Blossom,Bret Harte
2122,1429,../data/gutenberg/Wilkie Collins___Hide and Seek.txt,Hide and Seek,Wilkie Collins
2123,2800,../data/gutenberg/Daniel Defoe___Reasons against the Succession of the House of Hanover.txt,Reasons against the Succession of the House of Hanover,Daniel Defoe
2124,2141,"../data/gutenberg/Robert Louis Stevenson___The Works of Robert Louis Stevenson - Swanston Edition, Volume 5.txt","The Works of Robert Louis Stevenson - Swanston Edition, Volume 5",Robert Louis Stevenson
2125,809,../data/gutenberg/William Dean Howells___Modern Italian Poets.txt,Modern Italian Poets,William Dean Howells
2126,433,../data/gutenberg/Isaac Asimov___Youth.txt,Youth,Isaac Asimov
2127,1107,../data/gutenberg/Edward Phillips Oppenheim___The Vanished Messenger.txt,The Vanished Messenger,Edward Phillips Oppenheim
2128,2091,../data/gutenberg/Bertrand Russell___Mysticism and Logic and Other Essays.txt,Mysticism and Logic and Other Essays,Bertrand Russell
2129,860,../data/gutenberg/Rafael Sabatini___The Life of Cesare Borgia.txt,The Life of Cesare Borgia,Rafael Sabatini
2130,274,../data/gutenberg/Joseph Conrad___A Set of Six.txt,A Set of Six,Joseph Conrad
2131,967,../data/gutenberg/R M Ballantyne___Away in the Wilderness.txt,Away in the Wilderness,R M Ballantyne
2132,2997,../data/gutenberg/G K Chesterton___The Appetite of Tyranny.txt,The Appetite of Tyranny,G K Chesterton
2133,2139,../data/gutenberg/O Henry___The Gentle Grafter.txt,The Gentle Grafter,O Henry
2134,1346,../data/gutenberg/Wilkie Collins___Antonina.txt,Antonina,Wilkie Collins
2135,885,"../data/gutenberg/William Wymark Jacobs___Made to Measure, Deep Waters, Part 3.txt","Made to Measure, Deep Waters, Part 3",William Wymark Jacobs
2136,556,../data/gutenberg/Benjamin Disraeli___Sybil.txt,Sybil,Benjamin Disraeli
2137,908,../data/gutenberg/Beatrix Potter___The Tale of Squirrel Nutkin.txt,The Tale of Squirrel Nutkin,Beatrix Potter
2138,1381,../data/gutenberg/Edward Phillips Oppenheim___A Monk of Cruta.txt,A Monk of Cruta,Edward Phillips Oppenheim
2139,2117,../data/gutenberg/Robert Browning___Christmas Eve.txt,Christmas Eve,Robert Browning
2140,2562,../data/gutenberg/Lord Tennyson___The Last Tournament.txt,The Last Tournament,Lord Tennyson
2141,509,"../data/gutenberg/William Wymark Jacobs___The White Cat, Captains All, Book 10.txt","The White Cat, Captains All, Book 10",William Wymark Jacobs
2142,2388,../data/gutenberg/George Alfred Henty___The Golden Canyon.txt,The Golden Canyon,George Alfred Henty
2143,221,../data/gutenberg/Charles Dickens___Little Dorrit.txt,Little Dorrit,Charles Dickens
2144,1297,../data/gutenberg/Thornton Waldo Burgess___Lightfoot the Deer.txt,Lightfoot the Deer,Thornton Waldo Burgess
2145,146,../data/gutenberg/Mark Twain___On the Decay of the Art of Lying.txt,On the Decay of the Art of Lying,Mark Twain
2146,1777,../data/gutenberg/R M Ballantyne___Life in the Red Brigade.txt,Life in the Red Brigade,R M Ballantyne
2147,1053,"../data/gutenberg/Henry James___The Bostonians, Volume 1.txt","The Bostonians, Volume 1",Henry James
2148,1822,../data/gutenberg/Jack London___The Son of the Wolf.txt,The Son of the Wolf,Jack London
2149,508,../data/gutenberg/Herman Melville___Pierre; or The Ambiguities.txt,Pierre; or The Ambiguities,Herman Melville
2150,323,../data/gutenberg/Charlotte Mary Yonge___The Armourer's Prentices.txt,The Armourer's Prentices,Charlotte Mary Yonge
